,-189,-188,-187,-186,-185,-184,-183,-182,-181,-180,-179,-178,-177,-176,-175,-174,-173,-172,-171,-170,-169,-168,-167,-166,-165,-164,-163,-162,-161,-160,-159,-158,-157,-156,-155,-154,-153,-152,-151,-150,-149,-148,-147,-146,-145,-144,-143,-142,-141,-140,-139,-138,-137,-136,-135,-134,-133,-132,-131,-130,-129,-128,-127,-126,-125,-124,-123,-122,-121,-120,-119,-118,-117,-116,-115,-114,-113,-112,-111,-110,-109,-108,-107,-106,-105,-104,-103,-102,-101,-100,-99,-98,-97,-96,-95,-94,-93,-92,-91,-90,-89,-88,-87,-86,-85,-84,-83,-82,-81,-80,-79,-78,-77,-76,-75,-74,-73,-72,-71,-70,-69,-68,-67,-66,-65,-64,-63,-62,-61,-60,-59,-58,-57,-56,-55,-54,-53,-52,-51,-50,-49,-48,-47,-46,-45,-44,-43,-42,-41,-40,-39,-38,-37,-36,-35,-34,-33,-32,-31,-30,-29,-28,-27,-26,-25,-24,-23,-22,-21,-20,-19,-18,-17,-16,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190
2->3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2->4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001589825,0.001567398,0.001545595,0.00152439,0.001503759,0.00148368,0.001464129,0.001445087,0.001426534,0.001408451,0.001390821,0.001373626,0.001356852,0.001340483,0.001324503,0.001308901,0.001293661,0.001278772,0.001264223,0.00125,0.001236094,0.001222494,0.00120919,0.001196172,0.001183432,0.00117096,0.001158749,0.001146789,0.001135074,0.001123596,0.001112347,0.001101322,0.001090513,0.001079914,0.001069519,0.001059322,0.001049318,0.001039501,0.001029866,0.001020408,0.001011122,0.001002004,0.000993049,0.000984252,0.00097561,0.000967118,0.000958773,0.00095057,0.000942507,0.000934579,0.000926784,0.000919118,0.000911577,0.000904159,0.000896861,0.00088968,0.000882613,0.000875657,0.00086881,0.000862069,0.000855432,0.000848896,0.00084246,0.00083612,0.000829876,0.000823723,0.000817661,0.000811688,0.000805802,0.0008,0.000794281,0.000788644,0.000783085,0.000777605,0.000772201,0.000766871,0.000761615,0.00075643,0.000751315,0.000746269,0.00074129,0.000736377,0.000731529,0.000726744,0.000722022,0.00071736,0.000712758,0.000708215,0.00070373,0.000699301,0.000694927,0.000690608,0.000686342,0.000682128,0.000677966,0.000673854,0.000669792,0.000665779,0.000661813,0.000657895,0.000654022,0.000650195,0.000646412,0.000642674,0.000638978,0.000635324,0.000631712,0.000628141,0.00062461,0.000621118,0.000617665,0.000614251,0.000610874,0.000607533,0.00060423,0.000600962,0.000597729,0.00059453,0.000591366,0.000588235,0.000585138
2->6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2->7,0.45324439,0.454204644,0.455168863,0.456137104,0.457109426,0.458086849,0.459068485,0.460054396,0.461044644,0.462039296,0.463037422,0.46403907,0.465044286,0.466053122,0.467065626,0.468081851,0.469101848,0.470125672,0.471153378,0.472185023,0.473220663,0.474260358,0.47530417,0.476352159,0.477404389,0.478460925,0.479521834,0.480587184,0.481657046,0.48273149,0.483810591,0.484894424,0.485981897,0.487073062,0.488167971,0.489265483,0.490365624,0.491468423,0.492573908,0.493682107,0.494793052,0.495906773,0.497023301,0.498142668,0.499264909,0.500390056,0.501518144,0.50264921,0.50378329,0.504920422,0.506060644,0.507203996,0.50835052,0.509500256,0.510653248,0.511809541,0.512969179,0.514132211,0.515298683,0.516467178,0.517639187,0.518814763,0.519993959,0.521175306,0.522358817,0.523544506,0.524732386,0.525922473,0.527114781,0.528309325,0.52950612,0.530705182,0.531906527,0.533110172,0.534314436,0.535519284,0.536724681,0.537930587,0.539136964,0.540343772,0.541550967,0.542758506,0.543966343,0.54517443,0.546382717,0.547591152,0.548799681,0.550008248,0.551216793,0.552425257,0.553633573,0.554841677,0.556049498,0.557256964,0.558463998,0.559670522,0.560876452,0.562081702,0.563286181,0.564489794,0.565692443,0.566894022,0.568094424,0.569293534,0.570491232,0.571687394,0.572881887,0.574074574,0.575265308,0.576453939,0.577640305,0.578824238,0.580005559,0.581184083,0.582359613,0.583531939,0.584700844,0.585866096,0.587030377,0.588193566,0.589355534,0.590516144,0.591675252,0.592832703,0.593988336,0.595141975,0.596296768,0.597449302,0.598599374,0.599746765,0.600891245,0.602032563,0.603170455,0.604304636,0.605434801,0.606560623,0.607681749,0.608797801,0.609908372,0.611008762,0.612102572,0.613189277,0.614268307,0.615339045,0.616400817,0.617452894,0.618499458,0.619534901,0.620563518,0.621584681,0.622597704,0.623607482,0.624613645,0.625621758,0.626631883,0.627644092,0.628658463,0.62966835,0.6306871,0.631708295,0.632732059,0.633750831,0.63477989,0.63580369,0.636838695,0.637868181,0.63889127,0.63990693,0.640913942,0.641910856,0.642895929,0.643878955,0.644859384,0.64583654,0.646795391,0.647731973,0.648624947,0.64946385,0.650253731,0.650960101,0.651557447,0.651983597,0.652202464,0.652190228,0.651869428,0.651237979,0.650348685,0.649247895,0.647959184,0.646596859,0.646596859,0.645236784,0.643878955,0.642579803,0.641215084,0.639856382,0.638469975,0.637039193,0.63560469,0.634190699,0.63279222,0.631405918,0.630029482,0.628661261,0.627300043,0.625958742,0.624634158,0.6233238,0.622025702,0.62074928,0.61948119,0.618220537,0.616966581,0.615718704,0.614476386,0.613239188,0.612014787,0.61079421,0.609584715,0.608378119,0.607174308,0.605973183,0.604774655,0.603578645,0.602385084,0.60119391,0.600005066,0.598818501,0.597634171,0.596452032,0.595272048,0.594094183,0.592918406,0.591744688,0.590573002,0.589403323,0.588235627,0.587069893,0.585906102,0.584744234,0.583584273,0.582426201,0.581270003,0.580115665,0.578963172,0.577812513,0.576663673,0.575516643,0.574371409,0.573227963,0.572086293,0.57094639,0.569808244,0.568671847,0.56753719,0.566404264,0.565273062,0.564143575,0.563015797,0.561889719,0.560765335,0.559642639,0.558521623,0.557402281,0.556284607,0.555168594,0.554054237,0.552941529,0.551830466,0.550721041,0.54961573,0.548514426,0.547417027,0.546321056,0.545226513,0.5441334,0.543041719,0.54195147,0.540862654,0.539775273,0.538689327,0.537604815,0.536521739,0.535442197,0.534366114,0.533293418,0.53222404,0.531157914,0.530094976,0.529035164,0.527978419,0.526924686,0.525873909,0.524826036,0.523781016,0.522738801,0.521699344,0.520662598,0.519628521,0.51859707,0.517569941,0.51654704,0.515528278,0.514513569,0.513502829,0.512495977,0.511492936,0.51049363,0.509497987,0.508505936,0.50751741,0.506532341,0.505550668,0.504572327,0.50359726,0.502625408,0.501656715,0.500691127,0.499728592,0.498769057,0.497812475,0.496858795,0.495907973,0.494959962,0.494014718,0.493072199,0.492132364,0.491195171,0.490260582,0.489328559,0.488399064,0.487472061,0.486547516,0.485625394,0.484705663,0.483788289,0.482874492,0.481964213,0.481057393,0.480153973,0.479253898,0.478357113,0.477463566,0.476573206,0.47568598,0.474801842,0.473920742,0.473042634,0.472167474,0.471295216,0.470425818,0.469559237,0.468695433,0.467834365,0.466975995,0.466120283,0.465267194,0.464416689,0.463567674,0.462720137,0.461874064,0.461029444,0.460186266,0.459344518,0.45850419,0.45766628,0.456830757,0.455997591,0.455166751,0.45433821,0.453511937,0.452687906,0.451867052,0.451049329,0.450234694,0.449423103,0.448613572,0.447807013,0.447003383,0.446202642
2->8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2->9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2->11,0.009296149,0.009345794,0.009395973,0.009446694,0.009497965,0.009549795,0.009602195,0.009655172,0.009708738,0.009762901,0.009817672,0.009873061,0.009929078,0.009985735,0.010043042,0.01010101,0.010159652,0.010218978,0.010279001,0.010339734,0.010401189,0.010463378,0.010526316,0.010590015,0.01065449,0.010719755,0.010785824,0.010852713,0.010920437,0.010989011,0.011058452,0.011128776,0.0112,0.011272142,0.011345219,0.01141925,0.011494253,0.011570248,0.011647255,0.011725293,0.011804384,0.01188455,0.011965812,0.012048193,0.012131716,0.012216405,0.012302285,0.012389381,0.012477718,0.012567325,0.012658228,0.012750455,0.012844037,0.012939002,0.013035382,0.013133208,0.013232514,0.013333333,0.013435701,0.013539652,0.013645224,0.013752456,0.013861386,0.013972056,0.014084507,0.014198783,0.014314928,0.01443299,0.014553015,0.014675052,0.014799154,0.014925373,0.015053763,0.015184382,0.015317287,0.015452539,0.0155902,0.015730337,0.015873016,0.016018307,0.016166282,0.016317016,0.016470588,0.016627078,0.016786571,0.016949153,0.017114914,0.017283951,0.017456359,0.017632242,0.017811705,0.017994859,0.018181818,0.018372703,0.018567639,0.018766756,0.01897019,0.019178082,0.019390582,0.019607843,0.019830028,0.020057307,0.020289855,0.020527859,0.020771513,0.021021021,0.021276596,0.021538462,0.021806854,0.022082019,0.022364217,0.022653722,0.02295082,0.023255814,0.023569024,0.023890785,0.024221453,0.024561404,0.024911032,0.025270758,0.025641026,0.026022305,0.026415094,0.026819923,0.027237354,0.027667984,0.02811245,0.028571429,0.029045643,0.029535865,0.030042918,0.030567686,0.031111111,0.031674208,0.032258065,0.03286385,0.033492823,0.034146341,0.034825871,0.035532995,0.03626943,0.037037037,0.037837838,0.038674033,0.039548023,0.038961039,0.036818851,0.034586466,0.032258065,0.029827316,0.027287319,0.024630542,0.021848739,0.018932874,0.015873016,0.012658228,0.009276438,0.005714286,0.001956947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2->12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2->13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
