,-59,-58,-57,-56,-55,-54,-53,-52,-51,-50,-49,-48,-47,-46,-45,-44,-43,-42,-41,-40,-39,-38,-37,-36,-35,-34,-33,-32,-31,-30,-29,-28,-27,-26,-25,-24,-23,-22,-21,-20,-19,-18,-17,-16,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
7->9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7->11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7->12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7->13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7->14,0.400426526,0.403695525,0.406994336,0.410324039,0.413685791,0.417080827,0.420510473,0.423976152,0.427479396,0.431021853,0.434605301,0.438201051,0.441808796,0.445428189,0.449058845,0.45270033,0.456352159,0.460013788,0.46368461,0.467363941,0.471051017,0.474744982,0.478444871,0.482149601,0.485857951,0.489568545,0.493279827,0.496990033,0.50069716,0.50439893,0.508092738,0.511775602,0.515444091,0.519094247,0.522721481,0.52632045,0.529884898,0.533407465,0.536879433,0.54029041,0.543627917,0.546876845,0.550018734,0.553030805,0.555994358,0.559014169,0.562100494,0.565130086,0.568084905,0.570940348,0.573841589,0.576800915,0.579836746,0.582978026,0.586273006,0.589808623,0.593298671,0.596680818,0.599767981,0.603488372,0.603488372,0.604421175,0.604732351,0.604887984,0.604607866,0.603488372,0.601891802,0.599767981,0.597297297,0.594588344,0.591710388,0.588709677,0.585758514,0.582848241,0.579972502,0.577126519,0.574306628,0.571509972,0.568828214,0.566244534,0.563745343,0.561319541,0.558957975,0.556653027,0.554398305,0.552188406,0.550018734,0.547885348,0.545784856,0.543714318,0.541671175,0.539653187,0.537658388,0.535685041,0.533731609,0.531796723,0.529879164,0.527977839,0.526091768,0.524220067,0.522361938,0.520516657,0.51868357,0.516862078,0.515014648,0.513143457,0.511250495,0.50933759,0.507406416,0.505458515,0.503495308,0.501518102,0.499528108,0.497526445,0.495514148,0.493492177,0.491461425,0.489422719,0.48737683,0.485324477
7->19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7->21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7->22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7->23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7->24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7->25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7->26,0.493570087,0.494345714,0.495122493,0.495900443,0.496678642,0.497457057,0.498235656,0.499016407,0.49979837,0.500580528,0.501364974,0.502148537,0.502931107,0.503712562,0.504492773,0.505271596,0.506048877,0.506824445,0.507601954,0.508381493,0.509163159,0.509949825,0.510740416,0.511536655,0.512335955,0.513140064,0.513947748,0.514764203,0.515586799,0.516414311,0.517247155,0.518087687,0.518934708,0.519786831,0.520646657,0.521515021,0.522390613,0.523276656,0.524166981,0.525064685,0.52596799,0.526880535,0.527800647,0.528726242,0.529654701,0.530586381,0.531517776,0.532448554,0.53337364,0.534291145,0.535204004,0.536110281,0.537007072,0.537897806,0.538778903,0.539632703,0.540479965,0.541331907,0.54219417,0.542982296,0.542982296,0.543799419,0.544579781,0.545337391,0.546097631,0.546868996,0.547638973,0.548401277,0.549152391,0.549890184,0.550592598,0.551249587,0.551784025,0.55215691,0.552373794,0.552446011,0.55238229,0.552205312,0.55193903,0.55159693,0.551184529,0.550711539,0.550190942,0.549633549,0.549034812,0.54839964,0.54773222,0.547032097,0.546304753,0.54555493,0.544788577,0.544002073,0.543195672,0.542372918,0.541532123,0.540673364,0.539799746,0.538912569,0.538017305,0.537110472,0.536193037,0.535267198,0.53433365,0.533394288,0.532448365,0.531497613,0.530541258,0.529580899,0.528617998,0.527652792,0.526686581,0.52571738,0.524747516,0.523776082,0.522805234,0.521835007,0.520863514,0.519893717,0.518924664,0.517957287
7->29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7->33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7->36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7->39,0.897014811,0.897061693,0.897034891,0.896930533,0.896744492,0.896551724,0.896351858,0.896144495,0.895929204,0.895705521,0.895472948,0.895230943,0.894978919,0.894716243,0.894442223,0.89415611,0.893857083,0.89354425,0.89321663,0.892873151,0.892512632,0.892133773,0.891735138,0.891315136,0.890872004,0.890403776,0.889908257,0.889382991,0.888825215,0.888231815,0.887599267,0.886923563,0.886200131,0.885423729,0.884588318,0.883686906,0.882711348,0.881652105,0.880497925,0.879235447,0.877848678,0.876318313,0.874620829,0.872727273,0.870601589,0.868480726,0.866364666,0.864253394,0.862146893,0.860045147,0.85794814,0.855855856,0.853768279,0.851685393,0.849607183,0.847533632,0.845464726,0.843400447,0.841340782,0.839285714,0.839285714,0.837235229,0.83518931,0.833147942,0.831111111,0.829078801,0.827050998,0.825027685,0.82300885,0.820994475,0.818984547,0.816979052,0.814977974,0.812981298,0.810989011,0.809001098,0.807017544,0.805038335,0.803063457,0.801092896,0.799126638,0.797164667,0.795206972,0.793253536,0.791304348,0.789359392,0.787418655,0.785482124,0.783549784,0.781621622,0.779697624,0.777777778,0.775862069,0.773950484,0.772043011,0.770139635,0.768240343,0.766345123,0.764453961,0.762566845,0.760683761,0.758804696,0.756929638,0.755058573,0.753191489,0.751328374,0.749469214,0.747613998,0.745762712,0.743915344,0.742071882,0.740232313,0.738396624,0.736564805,0.734736842,0.732912723,0.731092437,0.729275971,0.727463312,0.72565445
8->9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8->11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034482759,0.03125,0.028571429,0.026315789,0.024390244,0.022727273,0.021276596,0.02,0.018867925,0.017857143,0.016949153,0.016129032,0.015384615,0.014705882,0.014084507,0.013513514,0.012987013,0.0125,0.012048193,0.011627907,0.011235955,0.010869565,0.010526316,0.010204082,0.00990099,0.009615385,0.009345794,0.009090909,0.008849558,0.00862069,0.008403361,0.008196721,0.008,0.0078125,0.007633588,0.007462687,0.00729927,0.007142857,0.006993007,0.006849315,0.006711409,0.006578947,0.006451613,0.006329114,0.00621118,0.006097561,0.005988024,0.005882353,0.005780347,0.005681818,0.005586592
8->12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8->13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8->14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8->19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8->21,0.819765651,0.819512406,0.819190543,0.818796522,0.818326566,0.817776646,0.817142453,0.81641938,0.81560249,0.814686491,0.813665701,0.812534011,0.811284844,0.809911113,0.808405166,0.806733325,0.804885057,0.802848961,0.800612668,0.798217989,0.795653951,0.792966297,0.790204944,0.787364004,0.784467941,0.781543618,0.778620639,0.77573176,0.772878988,0.770064599,0.767291185,0.76456171,0.761840742,0.759128252,0.756424211,0.753728593,0.751041374,0.748362533,0.745692051,0.743029915,0.740376116,0.737730651,0.735093524,0.732464751,0.729844359,0.727232395,0.724628926,0.722034056,0.719361638,0.716776909,0.71419994,0.711630695,0.709069141,0.706515242,0.703968964,0.701430274,0.698899137,0.69637552,0.693859389,0.691350711,0.691350711,0.688849453,0.686355582,0.683869065,0.68138987,0.678917965,0.676453318,0.673995896,0.671545667,0.669102602,0.666666667,0.664237832,0.661816065,0.659401337,0.656993616,0.654592872,0.652199074,0.649812193,0.647432198,0.645059061,0.64269275,0.640333238,0.638021353,0.635751629,0.633519476,0.631321012,0.629152929,0.627012395,0.624896966,0.622804525,0.620733226,0.618681455,0.616647792,0.614630982,0.612629914,0.610643599,0.608671154,0.606711787,0.604764787,0.602829513,0.600905386,0.598991879,0.597088515,0.59519486,0.593310514,0.591435115,0.589568328,0.587709847,0.585859387,0.584016689,0.58218151,0.580353626,0.57853283,0.576718927,0.574911739,0.573111096,0.571316841,0.569528829,0.567746919,0.565970984
8->22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8->23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8->24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8->25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8->26,0.784582893,0.786469345,0.788359788,0.790254237,0.792152704,0.794055202,0.795961743,0.79787234,0.799787007,0.801705757,0.803628602,0.805555556,0.807486631,0.809421842,0.8113612,0.813304721,0.815252417,0.817204301,0.819160388,0.82112069,0.823085221,0.825053996,0.827027027,0.829004329,0.830985915,0.8329718,0.834961998,0.836956522,0.838955386,0.840958606,0.842966194,0.844978166,0.846994536,0.849015317,0.851040526,0.853070175,0.855104281,0.857142857,0.859185919,0.86123348,0.863285557,0.865342163,0.867403315,0.869469027,0.871539313,0.873614191,0.875693674,0.877777778,0.879866518,0.881959911,0.884057971,0.886160714,0.888268156,0.890380313,0.8924972,0.894618834,0.89674523,0.898876404,0.901012373,0.903153153,0.903153153,0.90529876,0.90744921,0.90960452,0.911764706,0.913929785,0.916099773,0.918274688,0.920454545,0.922639363,0.924829157,0.927023945,0.929223744,0.931428571,0.933638444,0.935576235,0.937289278,0.938814532,0.940181269,0.941412981,0.942528736,0.943544171,0.944472236,0.945323741,0.946107784,0.946832078,0.947503201,0.948126801,0.948707753,0.949250288,0.94961298,0.949812518,0.949863646,0.949779437,0.949571523,0.949250288,0.948825033,0.948304108,0.947695035,0.947004608,0.946238975,0.945403716,0.944503907,0.943544171,0.942528736,0.941461465,0.940345906,0.939185313,0.937982682,0.936740775,0.93546214,0.934149133,0.932803936,0.931428571,0.930024917,0.928594718,0.927139599,0.925661074,0.924160556,0.922639363
8->29,0.660397123,0.660903832,0.661411227,0.66191941,0.662428365,0.662938121,0.663448915,0.663960788,0.664473701,0.664987696,0.665502869,0.666019272,0.666537012,0.667056012,0.667576285,0.668097846,0.668620607,0.669144739,0.669670263,0.670197148,0.67072536,0.671254802,0.671785426,0.672317241,0.672850321,0.673384486,0.673919735,0.67445586,0.674993129,0.675531397,0.676070732,0.676611053,0.67715251,0.677695194,0.678239208,0.67878458,0.679331341,0.679879529,0.680429187,0.680980148,0.681532322,0.68208524,0.682638966,0.68319385,0.683750046,0.684307434,0.684866359,0.68542638,0.685987679,0.686550507,0.687114979,0.687681263,0.688248736,0.688817746,0.689386544,0.689956169,0.690527541,0.691099689,0.69167086,0.692246317,0.692246317,0.692810458,0.693374974,0.693939282,0.694506077,0.695074699,0.695645203,0.696217322,0.696789865,0.697363762,0.697938966,0.69851466,0.699090821,0.699667266,0.70024433,0.700821676,0.701398907,0.701975975,0.702553216,0.703130662,0.703708794,0.704287894,0.704868612,0.705450303,0.70603309,0.706616527,0.707200588,0.707785163,0.708370243,0.708955578,0.709541182,0.710126546,0.710712234,0.711297831,0.711883652,0.712469446,0.713055377,0.713641212,0.714226928,0.714812383,0.715397625,0.71598241,0.716567132,0.717151494,0.717734849,0.718316709,0.718896781,0.719474039,0.720047736,0.720616989,0.721181457,0.721740541,0.722293871,0.722840922,0.723380809,0.723912403,0.724434778,0.724946944,0.725447975,0.72593745
8->33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8->36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8->39,0.561794587,0.562168744,0.562541353,0.562910458,0.563275856,0.56363733,0.563994647,0.564349563,0.564701928,0.565051577,0.565398335,0.56574201,0.566082397,0.566419272,0.56675471,0.567088604,0.567420837,0.567753766,0.56808743,0.568421875,0.56875715,0.569093307,0.569430406,0.569768514,0.570107703,0.570448056,0.570789662,0.571132625,0.57147706,0.57181963,0.572163716,0.572509458,0.572857021,0.573206592,0.573558389,0.573912663,0.574269706,0.574629864,0.574993543,0.575361227,0.575733499,0.576111061,0.576488773,0.576866628,0.577244621,0.577622742,0.57800098,0.57837932,0.578757742,0.579136219,0.579514714,0.579893171,0.580271507,0.580649594,0.581027215,0.581403982,0.581779115,0.582150799,0.582513586,0.582840237,0.582840237,0.583167022,0.583493943,0.583820998,0.584148189,0.584493704,0.584818573,0.585130573,0.585434024,0.585731518,0.586024707,0.586305573,0.586576975,0.586840951,0.587099,0.587345397,0.587582203,0.587811023,0.58803312,0.588249508,0.588461007,0.588668288,0.588871906,0.589072322,0.589269924,0.589465041,0.589657952,0.589848898,0.590034296,0.590214701,0.590390598,0.59056241,0.590730508,0.590895223,0.591056845,0.591215632,0.591371816,0.591525603,0.591677178,0.591823955,0.591963597,0.592096612,0.592220899,0.592334544,0.592438255,0.592535072,0.592618397,0.592686772,0.592741109,0.592782249,0.592810965,0.592827973,0.592833936,0.592829466,0.592815133,0.592789496,0.592751217,0.592700951,0.592639311,0.592566868
9->11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9->12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9->13,0.602173584,0.602628631,0.603083655,0.603538584,0.603993635,0.60444898,0.604904378,0.605359878,0.605815472,0.606271345,0.6067271,0.607182712,0.607638158,0.608093479,0.60854894,0.609004534,0.609460024,0.609915462,0.610370747,0.610825929,0.611280646,0.611734842,0.612188366,0.612641413,0.613094015,0.613546301,0.613998221,0.614449513,0.614900095,0.615349872,0.615798736,0.616246913,0.616694302,0.61714066,0.61758545,0.618028721,0.618470389,0.618910359,0.619348208,0.619783758,0.620217299,0.620648831,0.621078352,0.621505862,0.621931361,0.622355303,0.622777304,0.623197122,0.623613869,0.62402757,0.624437583,0.624844112,0.625245342,0.625644257,0.626040732,0.62643318,0.626824397,0.627210685,0.627587769,0.627961613,0.627961613,0.628316839,0.628644877,0.62894655,0.62921037,0.629437042,0.629618542,0.62975726,0.629846914,0.629891259,0.629890824,0.62984853,0.629764303,0.629641029,0.629484938,0.629299426,0.629087898,0.628853956,0.628600807,0.628330504,0.628045038,0.627746659,0.627436484,0.627116441,0.626787603,0.626450747,0.626106663,0.62575542,0.625397546,0.625033502,0.62466347,0.624287503,0.623906061,0.62351975,0.62312901,0.622734513,0.62233622,0.62193445,0.621529316,0.621120839,0.620709281,0.620295043,0.619878332,0.619459103,0.619037919,0.618615144,0.618190967,0.617765353,0.617338543,0.616910354,0.616480752,0.616049832,0.615617622,0.615184271,0.614749854,0.614314204,0.613877342,0.613439112,0.612999428,0.612558546
9->14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9->19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9->21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9->22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
