,-59,-58,-57,-56,-55,-54,-53,-52,-51,-50,-49,-48,-47,-46,-45,-44,-43,-42,-41,-40,-39,-38,-37,-36,-35,-34,-33,-32,-31,-30,-29,-28,-27,-26,-25,-24,-23,-22,-21,-20,-19,-18,-17,-16,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
3->36,0.531905254,0.532354269,0.532803661,0.533253504,0.533703874,0.534154925,0.534606611,0.535058954,0.535511684,0.535964662,0.536418038,0.536871898,0.537326255,0.537781207,0.538236776,0.53869307,0.539149947,0.539607431,0.540065365,0.540523762,0.540982637,0.541441713,0.541900882,0.542360028,0.542818805,0.543277377,0.543735588,0.54419338,0.544650686,0.545107805,0.545564817,0.546021418,0.546478084,0.546934365,0.547390034,0.547844986,0.548299577,0.548753892,0.549208033,0.549661936,0.550115524,0.550568704,0.55102158,0.551474504,0.551927436,0.552380324,0.552833103,0.553286582,0.55373925,0.554191169,0.554642419,0.555093986,0.555545404,0.555998724,0.556453468,0.556908775,0.557361941,0.557809254,0.558251289,0.558690969,0.558690969,0.559130896,0.559567158,0.560005623,0.560438849,0.560866957,0.561292798,0.561714362,0.562133147,0.562546122,0.562954566,0.5633554,0.563745576,0.564127405,0.564501011,0.564867711,0.565226429,0.565576102,0.565916096,0.566244519,0.566562091,0.566867783,0.567159713,0.567437459,0.567700507,0.56794766,0.568179359,0.568395417,0.568595673,0.568780512,0.568949249,0.569101283,0.569235844,0.569352021,0.569447872,0.569522553,0.56957574,0.569608291,0.56962047,0.569613507,0.56958861,0.569546022,0.569486705,0.569411172,0.569320421,0.569215192,0.569096162,0.568963954,0.568819462,0.568663353,0.568496241,0.568318693,0.568131159,0.567934203,0.567728565,0.567514789,0.567293383,0.567064751,0.566829135,0.566587092
3->39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4->6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4->7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4->8,0.752704191,0.75567432,0.758639236,0.761598026,0.76454971,0.767493231,0.77042745,0.773351139,0.776262971,0.77916151,0.782045203,0.784912366,0.787761169,0.790589627,0.793395574,0.796176653,0.798930287,0.801486298,0.804,0.80646737,0.808883987,0.81124498,0.813544974,0.81577802,0.817937521,0.820016142,0.822005703,0.823897059,0.825679949,0.827342831,0.828872668,0.830254688,0.831472081,0.832505643,0.833333333,0.833929733,0.834265379,0.834305924,0.834011091,0.833333333,0.832216128,0.830591754,0.828378378,0.82547619,0.822222222,0.818548387,0.814889336,0.81124498,0.80761523,0.804,0.800399202,0.796812749,0.793240557,0.78968254,0.786138614,0.782608696,0.779092702,0.775590551,0.772102161,0.768627451,0.768627451,0.765166341,0.76171875,0.7582846,0.754863813,0.751456311,0.748062016,0.744680851,0.741312741,0.737957611,0.734615385,0.731285988,0.727969349,0.724665392,0.721374046,0.718095238,0.714828897,0.711574953,0.708333333,0.70510397,0.701886792,0.698681733,0.695488722,0.692307692,0.689138577,0.685981308,0.682835821,0.679702048,0.676579926,0.673469388,0.67037037,0.66728281,0.664206642,0.661141805,0.658088235,0.655045872,0.652014652,0.648994516,0.645985401,0.64298725,0.64,0.637023593,0.634057971,0.631103074,0.628158845,0.625225225,0.622302158,0.619389587,0.616487455,0.613595707,0.610714286,0.607843137,0.604982206,0.602131439,0.59929078,0.596460177,0.593639576,0.590828924,0.588028169,0.585237258
4->9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4->11,0.425996199,0.425998447,0.425992267,0.425977369,0.425953339,0.425919837,0.425876553,0.425823155,0.425759507,0.425685351,0.42560029,0.425504016,0.425396375,0.42527714,0.425146442,0.425004809,0.424853081,0.424691435,0.424520889,0.424342068,0.424155078,0.423960703,0.423759123,0.423549836,0.423333725,0.423110787,0.422881353,0.422646234,0.422405979,0.422162322,0.421915592,0.421666063,0.421413428,0.421158297,0.420901484,0.420643351,0.420384565,0.420125404,0.419865936,0.419606239,0.419345979,0.419085356,0.418824292,0.418562862,0.418301161,0.418039306,0.417777654,0.417516228,0.417255062,0.416993677,0.416732555,0.416471111,0.416208477,0.415944918,0.415680402,0.415414868,0.41514891,0.414882957,0.414616865,0.414349922,0.414349922,0.41408308,0.413815388,0.413548273,0.413280878,0.413013394,0.412745904,0.412476667,0.412205986,0.411933757,0.411660174,0.411385129,0.411109423,0.410833221,0.410556834,0.410280495,0.410004047,0.409727684,0.409451409,0.409175227,0.408899273,0.408623275,0.408347374,0.408071455,0.407795306,0.407519184,0.407243726,0.406968973,0.406695057,0.406421622,0.406148631,0.405875964,0.405603771,0.405332103,0.405060843,0.404789887,0.404519141,0.404248525,0.403978035,0.403707599,0.40343729,0.403167107,0.402897046,0.402627108,0.402357229,0.40208741,0.401817716,0.401547969,0.401278235,0.401008522,0.400738833,0.400469119,0.400199493,0.39992975,0.399660002,0.399390306,0.399120664,0.398851127,0.398581743,0.398312508
4->12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4->13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4->14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4->19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4->21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4->22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4->23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4->24,0.287753753,0.287942796,0.288130686,0.288317422,0.288502874,0.2886869,0.288869416,0.289050264,0.289229343,0.289406472,0.289581529,0.289754308,0.289924277,0.290091488,0.290255835,0.29041704,0.290574885,0.290729128,0.290879683,0.291026365,0.291168509,0.291305287,0.291436463,0.291561678,0.291680428,0.291791943,0.291895361,0.291990164,0.292075308,0.292150091,0.292213227,0.292264143,0.292301131,0.292322914,0.29232802,0.292315335,0.292282791,0.292227962,0.292147814,0.292042085,0.291911017,0.291756068,0.291579635,0.291382938,0.291171417,0.29094851,0.290714675,0.290472774,0.290227848,0.289982065,0.289735879,0.289488716,0.289241095,0.288992255,0.28874338,0.288495861,0.288246967,0.28799768,0.287750937,0.287506737,0.287506737,0.287260794,0.2870125,0.286760939,0.286509599,0.286255365,0.285999521,0.285742712,0.285484074,0.285225285,0.284966083,0.284707208,0.284448326,0.284188157,0.283926981,0.283664779,0.283401537,0.283137044,0.282872282,0.282607674,0.282343038,0.28207889,0.281814865,0.281551111,0.281287609,0.281024481,0.280762103,0.280500403,0.280239198,0.279978326,0.279717532,0.279457044,0.279196845,0.278936811,0.278676731,0.278416616,0.278156674,0.277896805,0.277637104,0.277377475,0.277118273,0.276859475,0.27660106,0.276343172,0.276085782,0.275828787,0.27557209,0.275315828,0.275059982,0.274804388,0.274548826,0.274293298,0.27403781,0.273782299,0.27352677,0.273271167,0.273015436,0.272759465,0.272503577,0.272247891
4->25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4->26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4->29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001145475,0.003355705,0.006564551,0.010718114,0.015772871,0.021694215,0.028455285,0.033966034,0.038272816,0.041425819,0.043478261,0.044485635,0.044504995,0.043594306,0.042720139,0.041880342,0.041072925,0.040296053,0.039548023,0.038827258,0.038132296,0.038255547,0.038374718
4->33,0.574785331,0.575345101,0.575905754,0.576467319,0.577029824,0.577593417,0.578158139,0.578723971,0.579291019,0.579859332,0.5804289,0.580999776,0.581571883,0.582145139,0.582719522,0.583295227,0.583872242,0.584450559,0.585030008,0.585610724,0.586192526,0.586775302,0.587359094,0.587943953,0.58852957,0.589115974,0.589703391,0.590291676,0.590880871,0.591470918,0.592061969,0.592654085,0.593247218,0.593841432,0.59443655,0.595032365,0.595629047,0.596226796,0.596826,0.597426489,0.598028061,0.598630293,0.599233221,0.599836692,0.600440518,0.601044899,0.601649382,0.602254653,0.60286052,0.60346793,0.60407621,0.604685499,0.605296839,0.605909482,0.606524407,0.607139356,0.607753994,0.608365297,0.608977625,0.609589299,0.609589299,0.610196391,0.610806186,0.611419532,0.61203593,0.612655782,0.613279263,0.613906888,0.6145397,0.615175961,0.615815797,0.616458447,0.617103385,0.617751204,0.618402344,0.619055861,0.619712034,0.620369377,0.62102887,0.621689421,0.622351445,0.623015129,0.623680627,0.624347784,0.625016881,0.625687366,0.626359022,0.627031293,0.627703344,0.628374679,0.629045306,0.629715451,0.630385726,0.631055967,0.63172563,0.632394808,0.633061525,0.633725282,0.634384742,0.635038956,0.63568774,0.636329688,0.636963758,0.637588527,0.638203387,0.63880763,0.639400011,0.639980399,0.64054896,0.641104167,0.641644539,0.642169375,0.642678688,0.643171772,0.643647397,0.644104041,0.644540408,0.644954804,0.64534624,0.645714203
4->36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4->39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6->7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6->8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6->9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6->11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6->12,0.233962962,0.233830013,0.23369446,0.233556168,0.233414989,0.233271453,0.233126126,0.232978906,0.232830407,0.232680555,0.232529265,0.232375681,0.232219659,0.232062644,0.231904569,0.231744526,0.231583234,0.231420605,0.23125654,0.231090933,0.230923666,0.230754609,0.230582631,0.230408509,0.230232062,0.230054159,0.229874669,0.229693445,0.229511491,0.229328733,0.229143837,0.228956579,0.228768038,0.228576681,0.22838218,0.228184152,0.227982153,0.227775661,0.227564058,0.227348389,0.227128037,0.22690422,0.226680496,0.226454673,0.226226344,0.225994996,0.225759966,0.22552039,0.225275115,0.225022567,0.224764264,0.224502391,0.224235573,0.223961652,0.223683213,0.223404901,0.223126715,0.222848656,0.222570723,0.222292916,0.222292916,0.222015236,0.221737682,0.221460254,0.221182952,0.220911934,0.220644553,0.220379487,0.220116001,0.219853653,0.219592162,0.219331342,0.219071063,0.218811232,0.218551781,0.21829266,0.218033829,0.217773216,0.217511123,0.217247788,0.216983409,0.216719811,0.216458502,0.216199208,0.215941697,0.215685775,0.215432631,0.215183283,0.214937345,0.214694482,0.214454403,0.214216853,0.213982715,0.213751691,0.21352352,0.213296954,0.213071869,0.212848152,0.212625704,0.212404433,0.21218426,0.211964242,0.211745221,0.211527134,0.211309923,0.211093534,0.21087792,0.210663036,0.210448841,0.210235297,0.21002166,0.209807938,0.209594141,0.209380277,0.209166355,0.208952381,0.208738362,0.208524304,0.208310214,0.208096097
6->13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6->14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6->19,0.502605228,0.502514403,0.502415277,0.502307956,0.502192279,0.502068074,0.501935584,0.501794777,0.501645475,0.501487029,0.501319512,0.501143313,0.500958214,0.500764143,0.50056035,0.500346705,0.50012324,0.49988963,0.499646254,0.499393149,0.499130934,0.498860875,0.498584374,0.498301942,0.498014573,0.497723372,0.497427772,0.497128062,0.496824568,0.496516918,0.496205963,0.495891352,0.495573229,0.495251759,0.494926547,0.494598045,0.494266147,0.493929735,0.493589562,0.493245439,0.492896755,0.492544773,0.49219061,0.491835197,0.491479217,0.491121008,0.490761142,0.490399783,0.490036518,0.489671469,0.489306324,0.488940151,0.488572497,0.488204816,0.487839519,0.487474906,0.487109464,0.48674722,0.486385153,0.486023262,0.486023262,0.485669081,0.485320088,0.484970633,0.484621091,0.484270336,0.483918958,0.483568194,0.483217059,0.482866466,0.482516312,0.482165902,0.481814758,0.481463074,0.481110492,0.480757682,0.480404714,0.480051226,0.479697723,0.479344231,0.478990772,0.478636349,0.478282083,0.477927976,0.47757373,0.477219383,0.476865238,0.476511294,0.476157291,0.47580325,0.475449194,0.475095138,0.474740874,0.474386435,0.474031852,0.473677357,0.473322956,0.47296885,0.47261503,0.472261486,0.471908211,0.471555021,0.471202266,0.470849926,0.47049815,0.470146911,0.469796184,0.469445948,0.469096182,0.468746719,0.468397553,0.468048816,0.467700493,0.467352706,0.467005567,0.466659181,0.466313774,0.465969302,0.465625724,0.465283004
6->21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6->22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6->23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6->24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6->25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6->26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6->29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6->33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6->36,0.703306361,0.703829214,0.704351069,0.704871736,0.70539137,0.705910017,0.706427602,0.706944296,0.707460028,0.707974851,0.708488823,0.709001873,0.709513781,0.71002431,0.71053364,0.711041963,0.711549037,0.71205522,0.712560263,0.713064059,0.713566155,0.71406691,0.714565662,0.715062583,0.715557308,0.716049811,0.716540065,0.717027835,0.717512859,0.717994402,0.718472534,0.718946633,0.719416717,0.719882301,0.720342831,0.720798201,0.721248011,0.721692084,0.722130521,0.722563122,0.72298795,0.723406234,0.723817216,0.724220361,0.724615003,0.724998934,0.725370294,0.725726124,0.726064185,0.726378328,0.726662674,0.726913285,0.727120856,0.727273702,0.727356922,0.727356012,0.727248836,0.72703839,0.726692689,0.726256211,0.726256211,0.725765437,0.725247701,0.724716662,0.724177789,0.72363404,0.723088629,0.722537219,0.721979673,0.721416592,0.720847748,0.720275248,0.719697946,0.719115033,0.71853042,0.717943238,0.717354016,0.716763914,0.716173847,0.715584544,0.71499467,0.714404666,0.713814311,0.713224538,0.712635328,0.712046659,0.711458518,0.71087089,0.710283532,0.709696457,0.709109893,0.708524037,0.707938861,0.707354535,0.70677121,0.706188649,0.705606462,0.70502465,0.704443384,0.703862488,0.7032818,0.702701334,0.702121256,0.701541416,0.700961971,0.700382633,0.699803703,0.69922504,0.698646653,0.698068417,0.697490346,0.69691258,0.696335,0.695757495,0.695180202,0.694603249,0.694026291,0.693449804,0.692873893,0.692298439
6->39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7->8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
